row_id,row_type,payout_id,gateway,payment_id,value_date,amount
fee_00042,FEE,pout_00003,razorpay,pay_00083,2026-09-06,-156.43
ch_00086,CHARGE,pout_00003,razorpay,pay_00085,2026-09-06,1859.56
fee_00043,FEE,pout_00003,razorpay,pay_00085,2026-09-06,-46.63
ch_00088,CHARGE,pout_00003,razorpay,pay_00087,2026-09-07,8438.50
fee_00044,FEE,pout_00003,razorpay,pay_00087,2026-09-07,-204.52
ch_00090,CHARGE,pout_00003,razorpay,pay_00089,2026-09-07,4721.12
fee_00045,FEE,pout_00003,razorpay,pay_00089,2026-09-07,-115.31
ch_00092,CHARGE,pout_00003,razorpay,pay_00091,2026-09-06,7818.55
fee_00046,FEE,pout_00003,razorpay,pay_00091,2026-09-06,-189.65
ch_00094,CHARGE,pout_00003,razorpay,pay_00093,2026-09-06,8718.84
fee_00047,FEE,pout_00003,razorpay,pay_00093,2026-09-06,-211.25
ch_00096,CHARGE,pout_00003,razorpay,pay_00095,2026-09-08,2026.68
fee_00048,FEE,pout_00003,razorpay,pay_00095,2026-09-08,-50.64
rfnd_00001,REFUND,pout_00003,razorpay,pay_00067,2026-09-08,-3431.13
ch_00098,CHARGE,pout_00004,razorpay,pay_00097,2026-09-09,6149.63
fee_00049,FEE,pout_00004,razorpay,pay_00097,2026-09-09,-149.59
ch_00100,CHARGE,pout_00004,razorpay,pay_00099,2026-09-07,1126.55
fee_00050,FEE,pout_00004,razorpay,pay_00099,2026-09-07,-29.04
ch_00102,CHARGE,pout_00004,razorpay,pay_00101,2026-09-07,1178.69
fee_00051,FEE,pout_00004,razorpay,pay_00101,2026-09-07,-30.29
ch_00104,CHARGE,pout_00004,razorpay,pay_00103,2026-09-07,7687.02
fee_00052,FEE,pout_00004,razorpay,pay_00103,2026-09-07,-186.49
ch_00106,CHARGE,pout_00004,razorpay,pay_00105,2026-09-09,1156.44
fee_00053,FEE,pout_00004,razorpay,pay_00105,2026-09-09,-29.75
ch_00108,CHARGE,pout_00004,razorpay,pay_00107,2026-09-08,5027.80
fee_00054,FEE,pout_00004,razorpay,pay_00107,2026-09-08,-122.67
ch_00110,CHARGE,pout_00004,razorpay,pay_00109,2026-09-08,4600.49
fee_00055,FEE,pout_00004,razorpay,pay_00109,2026-09-08,-112.41
ch_00112,CHARGE,pout_00004,razorpay,pay_00111,2026-09-08,257.16
fee_00056,FEE,pout_00004,razorpay,pay_00111,2026-09-08,-8.17
ch_00114,CHARGE,pout_00004,razorpay,pay_00113,2026-09-07,902.20
fee_00057,FEE,pout_00004,razorpay,pay_00113,2026-09-07,-23.65
ch_00116,CHARGE,pout_00004,razorpay,pay_00115,2026-09-09,7742.30
fee_00058,FEE,pout_00004,razorpay,pay_00115,2026-09-09,-187.82
ch_00118,CHARGE,pout_00004,razorpay,pay_00117,2026-09-07,5870.33
fee_00059,FEE,pout_00004,razorpay,pay_00117,2026-09-07,-142.89
ch_00120,CHARGE,pout_00004,razorpay,pay_00119,2026-09-09,1224.63
fee_00060,FEE,pout_00004,razorpay,pay_00119,2026-09-09,-31.39
ch_00122,CHARGE,pout_00004,razorpay,pay_00121,2026-09-09,5228.21
fee_00061,FEE,pout_00004,razorpay,pay_00121,2026-09-09,-127.48
ch_00124,CHARGE,pout_00004,razorpay,pay_00123,2026-09-07,1344.97
fee_00062,FEE,pout_00004,razorpay,pay_00123,2026-09-07,-34.28
ch_00126,CHARGE,pout_00004,razorpay,pay_00125,2026-09-08,921.28
fee_00063,FEE,pout_00004,razorpay,pay_00125,2026-09-08,-24.11
ch_00128,CHARGE,pout_00004,razorpay,pay_00127,2026-09-08,8497.40
fee_00064,FEE,pout_00004,razorpay,pay_00127,2026-09-08,-205.94
ch_00130,CHARGE,pout_00004,razorpay,pay_00129,2026-09-08,7594.91
fee_00065,FEE,pout_00004,razorpay,pay_00129,2026-09-08,-184.28
ch_00132,CHARGE,pout_00004,razorpay,pay_00131,2026-09-08,7995.33
fee_00066,FEE,pout_00004,razorpay,pay_00131,2026-09-08,-193.89
rfnd_00002,REFUND,pout_00004,razorpay,pay_00115,2026-09-09,-7742.30
ch_00134,CHARGE,pout_00005,razorpay,pay_00133,2026-09-21,626.02
fee_00067,FEE,pout_00005,razorpay,pay_00133,2026-09-21,-17.02
ch_00136,CHARGE,pout_00005,razorpay,pay_00135,2026-09-20,5659.60
fee_00068,FEE,pout_00005,razorpay,pay_00135,2026-09-20,-137.83
ch_00138,CHARGE,pout_00005,razorpay,pay_00137,2026-09-21,1599.09
fee_00069,FEE,pout_00005,razorpay,pay_00137,2026-09-21,-40.38
ch_00140,CHARGE,pout_00005,razorpay,pay_00139,2026-09-21,7998.44
fee_00070,FEE,pout_00005,razorpay,pay_00139,2026-09-21,-193.96
ch_00142,CHARGE,pout_00005,razorpay,pay_00141,2026-09-22,2193.32
fee_00071,FEE,pout_00005,razorpay,pay_00141,2026-09-22,-54.64
ch_00144,CHARGE,pout_00005,razorpay,pay_00143,2026-09-22,2209.54
fee_00072,FEE,pout_00005,razorpay,pay_00143,2026-09-22,-55.03
ch_00146,CHARGE,pout_00005,razorpay,pay_00145,2026-09-20,4898.68
fee_00073,FEE,pout_00005,razorpay,pay_00145,2026-09-20,-119.57
ch_00148,CHARGE,pout_00005,razorpay,pay_00147,2026-09-20,4628.60
fee_00074,FEE,pout_00005,razorpay,pay_00147,2026-09-20,-113.09
ch_00150,CHARGE,pout_00005,razorpay,pay_00149,2026-09-21,7317.23
fee_00075,FEE,pout_00005,razorpay,pay_00149,2026-09-21,-177.61
ch_00152,CHARGE,pout_00005,razorpay,pay_00151,2026-09-21,5055.31
fee_00076,FEE,pout_00005,razorpay,pay_00151,2026-09-21,-123.33
ch_00154,CHARGE,pout_00005,razorpay,pay_00153,2026-09-21,5533.68
fee_00077,FEE,pout_00005,razorpay,pay_00153,2026-09-21,-134.81
ch_00156,CHARGE,pout_00005,razorpay,pay_00155,2026-09-20,2449.81
fee_00078,FEE,pout_00005,razorpay,pay_00155,2026-09-20,-60.80
ch_00158,CHARGE,pout_00005,razorpay,pay_00157,2026-09-20,7236.39
fee_00079,FEE,pout_00005,razorpay,pay_00157,2026-09-20,-175.67
ch_00160,CHARGE,pout_00005,razorpay,pay_00159,2026-09-21,6038.29
fee_00080,FEE,pout_00005,razorpay,pay_00159,2026-09-21,-146.92
ch_00162,CHARGE,pout_00005,razorpay,pay_00161,2026-09-21,8115.30
fee_00081,FEE,pout_00005,razorpay,pay_00161,2026-09-21,-196.77
ch_00164,CHARGE,pout_00005,razorpay,pay_00163,2026-09-21,3371.56
fee_00082,FEE,pout_00005,razorpay,pay_00163,2026-09-21,-82.92
ch_00166,CHARGE,pout_00005,razorpay,pay_00165,2026-09-21,7737.82
fee_00083,FEE,pout_00005,razorpay,pay_00165,2026-09-21,-187.71
ch_00168,CHARGE,pout_00005,razorpay,pay_00167,2026-09-20,6943.56
fee_00084,FEE,pout_00005,razorpay,pay_00167,2026-09-20,-168.65
cb_00008,CHARGEBACK,pout_00005,razorpay,pay_prior_00042,2026-09-22,-18700.00
ch_00170,CHARGE,pout_00006,cashfree,pay_00169,2026-09-26,6947.65
fee_00085,FEE,pout_00006,cashfree,pay_00169,2026-09-26,-148.90
ch_00172,CHARGE,pout_00006,cashfree,pay_00171,2026-09-26,8852.68
fee_00086,FEE,pout_00006,cashfree,pay_00171,2026-09-26,-188.91
ch_00174,CHARGE,pout_00006,cashfree,pay_00173,2026-09-28,3712.79
fee_00087,FEE,pout_00006,cashfree,pay_00173,2026-09-28,-80.97
ch_00176,CHARGE,pout_00006,cashfree,pay_00175,2026-09-27,6911.04
fee_00088,FEE,pout_00006,cashfree,pay_00175,2026-09-27,-148.13
ch_00178,CHARGE,pout_00006,cashfree,pay_00177,2026-09-27,4163.07
fee_00089,FEE,pout_00006,cashfree,pay_00177,2026-09-27,-90.42
ch_00180,CHARGE,pout_00006,cashfree,pay_00179,2026-09-28,347.75
fee_00090,FEE,pout_00006,cashfree,pay_00179,2026-09-28,-10.30
ch_00182,CHARGE,pout_00006,cashfree,pay_00181,2026-09-26,1483.27
fee_00091,FEE,pout_00006,cashfree,pay_00181,2026-09-26,-34.15
ch_00184,CHARGE,pout_00006,cashfree,pay_00183,2026-09-27,645.07
fee_00092,FEE,pout_00006,cashfree,pay_00183,2026-09-27,-16.55
ch_00186,CHARGE,pout_00006,cashfree,pay_00185,2026-09-26,934.10
fee_00093,FEE,pout_00006,cashfree,pay_00185,2026-09-26,-22.62
ch_00188,CHARGE,pout_00006,cashfree,pay_00187,2026-09-28,2768.82
fee_00094,FEE,pout_00006,cashfree,pay_00187,2026-09-28,-61.15
rfnd_00003,REFUND,pout_00006,cashfree,pay_00181,2026-09-28,-1483.27
ch_00190,CHARGE,pout_00007,razorpay,pay_00189,2026-09-09,6602.61
fee_00095,FEE,pout_00007,razorpay,pay_00189,2026-09-09,-194.48
ch_00192,CHARGE,pout_00007,razorpay,pay_00191,2026-09-09,1213.40
fee_00096,FEE,pout_00007,razorpay,pay_00191,2026-09-09,-38.19
ch_00194,CHARGE,pout_00007,razorpay,pay_00193,2026-09-08,6959.30
fee_00097,FEE,pout_00007,razorpay,pay_00193,2026-09-08,-204.82
ch_00196,CHARGE,pout_00007,razorpay,pay_00195,2026-09-10,2737.27
fee_00098,FEE,pout_00007,razorpay,pay_00195,2026-09-10,-82.38
ch_00198,CHARGE,pout_00007,razorpay,pay_00197,2026-09-10,8135.78
fee_00099,FEE,pout_00007,razorpay,pay_00197,2026-09-10,-238.94
ch_00200,CHARGE,pout_00007,razorpay,pay_00199,2026-09-08,8759.88
fee_00100,FEE,pout_00007,razorpay,pay_00199,2026-09-08,-257.04
ch_00202,CHARGE,pout_00007,razorpay,pay_00201,2026-09-08,8356.08
fee_00101,FEE,pout_00007,razorpay,pay_00201,2026-09-08,-245.33
ch_00204,CHARGE,pout_00007,razorpay,pay_00203,2026-09-10,4994.49
fee_00102,FEE,pout_00007,razorpay,pay_00203,2026-09-10,-147.84
ch_00206,CHARGE,pout_00007,razorpay,pay_00205,2026-09-10,8001.24
fee_00103,FEE,pout_00007,razorpay,pay_00205,2026-09-10,-235.04
ch_00208,CHARGE,pout_00007,razorpay,pay_00207,2026-09-08,1672.10
fee_00104,FEE,pout_00007,razorpay,pay_00207,2026-09-08,-51.49
ch_00210,CHARGE,pout_00007,razorpay,pay_00209,2026-09-09,3067.68
fee_00105,FEE,pout_00007,razorpay,pay_00209,2026-09-09,-91.96
ch_00212,CHARGE,pout_00007,razorpay,pay_00211,2026-09-10,6847.73
fee_00106,FEE,pout_00007,razorpay,pay_00211,2026-09-10,-201.58
ch_00214,CHARGE,pout_00007,razorpay,pay_00213,2026-09-08,8581.72
fee_00107,FEE,pout_00007,razorpay,pay_00213,2026-09-08,-251.87
ch_00216,CHARGE,pout_00008,razorpay,pay_00215,2026-08-31,7141.00
fee_00108,FEE,pout_00008,razorpay,pay_00215,2026-08-31,-173.38
ch_00218,CHARGE,pout_00008,razorpay,pay_00217,2026-08-31,5757.70
fee_00109,FEE,pout_00008,razorpay,pay_00217,2026-08-31,-140.18
ch_00220,CHARGE,pout_00008,razorpay,pay_00219,2026-08-31,4466.39
fee_00110,FEE,pout_00008,razorpay,pay_00219,2026-08-31,-109.19
ch_00222,CHARGE,pout_00008,razorpay,pay_00221,2026-08-31,206.18
fee_00111,FEE,pout_00008,razorpay,pay_00221,2026-08-31,-6.95
ch_00224,CHARGE,pout_00008,razorpay,pay_00223,2026-09-02,1191.67
fee_00112,FEE,pout_00008,razorpay,pay_00223,2026-09-02,-30.60
ch_00226,CHARGE,pout_00008,razorpay,pay_00225,2026-09-01,5186.69
fee_00113,FEE,pout_00008,razorpay,pay_00225,2026-09-01,-126.48
ch_00228,CHARGE,pout_00008,razorpay,pay_00227,2026-09-01,2010.18
fee_00114,FEE,pout_00008,razorpay,pay_00227,2026-09-01,-50.24
ch_00230,CHARGE,pout_00008,razorpay,pay_00229,2026-09-02,612.54
fee_00115,FEE,pout_00008,razorpay,pay_00229,2026-09-02,-16.70
ch_00232,CHARGE,pout_00008,razorpay,pay_00231,2026-09-01,7918.48
fee_00116,FEE,pout_00008,razorpay,pay_00231,2026-09-01,-192.04
ch_00234,CHARGE,pout_00008,razorpay,pay_00233,2026-09-01,7632.49
fee_00117,FEE,pout_00008,razorpay,pay_00233,2026-09-01,-185.18
ch_00236,CHARGE,pout_00008,razorpay,pay_00235,2026-08-31,8795.79
fee_00118,FEE,pout_00008,razorpay,pay_00235,2026-08-31,-213.10
ch_00238,CHARGE,pout_00008,razorpay,pay_00237,2026-09-01,8820.37
fee_00119,FEE,pout_00008,razorpay,pay_00237,2026-09-01,-213.69
ch_00240,CHARGE,pout_00008,razorpay,pay_00239,2026-09-02,5689.80
fee_00120,FEE,pout_00008,razorpay,pay_00239,2026-09-02,-138.56
ch_00242,CHARGE,pout_00009,razorpay,pay_00241,2026-09-10,8966.29
fee_00121,FEE,pout_00009,razorpay,pay_00241,2026-09-10,-217.19
ch_00244,CHARGE,pout_00009,razorpay,pay_00243,2026-09-12,1088.67
fee_00122,FEE,pout_00009,razorpay,pay_00243,2026-09-12,-28.13
ch_00246,CHARGE,pout_00009,razorpay,pay_00245,2026-09-11,4374.35
fee_00123,FEE,pout_00009,razorpay,pay_00245,2026-09-11,-106.98
ch_00248,CHARGE,pout_00009,razorpay,pay_00247,2026-09-11,5192.65
fee_00124,FEE,pout_00009,razorpay,pay_00247,2026-09-11,-126.62
ch_00250,CHARGE,pout_00009,razorpay,pay_00249,2026-09-10,2784.69
fee_00125,FEE,pout_00009,razorpay,pay_00249,2026-09-10,-68.83
ch_00252,CHARGE,pout_00009,razorpay,pay_00251,2026-09-12,1126.14
fee_00126,FEE,pout_00009,razorpay,pay_00251,2026-09-12,-29.03
ch_00254,CHARGE,pout_00009,razorpay,pay_00253,2026-09-12,651.01
fee_00127,FEE,pout_00009,razorpay,pay_00253,2026-09-12,-17.62
ch_00256,CHARGE,pout_00009,razorpay,pay_00255,2026-09-10,2247.37
fee_00128,FEE,pout_00009,razorpay,pay_00255,2026-09-10,-55.94
ch_00258,CHARGE,pout_00009,razorpay,pay_00257,2026-09-12,5581.89
fee_00129,FEE,pout_00009,razorpay,pay_00257,2026-09-12,-135.97
ch_00260,CHARGE,pout_00009,razorpay,pay_00259,2026-09-11,4357.32
fee_00130,FEE,pout_00009,razorpay,pay_00259,2026-09-11,-106.58
ch_00262,CHARGE,pout_00009,razorpay,pay_00261,2026-09-12,490.47
fee_00131,FEE,pout_00009,razorpay,pay_00261,2026-09-12,-13.77
ch_00264,CHARGE,pout_00009,razorpay,pay_00263,2026-09-12,7793.73
fee_00132,FEE,pout_00009,razorpay,pay_00263,2026-09-12,-189.05
ch_00266,CHARGE,pout_00009,razorpay,pay_00265,2026-09-10,1404.86
fee_00133,FEE,pout_00009,razorpay,pay_00265,2026-09-10,-35.72
ch_00268,CHARGE,pout_00009,razorpay,pay_00267,2026-09-12,2458.71
fee_00134,FEE,pout_00009,razorpay,pay_00267,2026-09-12,-61.01
ch_00270,CHARGE,pout_00009,razorpay,pay_00269,2026-09-12,235.55
fee_00135,FEE,pout_00009,razorpay,pay_00269,2026-09-12,-7.65
ch_00272,CHARGE,pout_00009,razorpay,pay_00271,2026-09-11,7874.97
fee_00136,FEE,pout_00009,razorpay,pay_00271,2026-09-11,-191.00
ch_00274,CHARGE,pout_00009,razorpay,pay_00273,2026-09-10,4614.39
fee_00137,FEE,pout_00009,razorpay,pay_00273,2026-09-10,-112.75
ch_00276,CHARGE,pout_00009,razorpay,pay_00275,2026-09-12,2027.79
fee_00138,FEE,pout_00009,razorpay,pay_00275,2026-09-12,-50.67
ch_00278,CHARGE,pout_00010,cashfree,pay_00277,2026-09-24,6389.65
fee_00139,FEE,pout_00010,cashfree,pay_00277,2026-09-24,-137.18
ch_00280,CHARGE,pout_00010,cashfree,pay_00279,2026-09-26,5881.53
fee_00140,FEE,pout_00010,cashfree,pay_00279,2026-09-26,-126.51
ch_00282,CHARGE,pout_00010,cashfree,pay_00281,2026-09-25,4773.75
fee_00141,FEE,pout_00010,cashfree,pay_00281,2026-09-25,-103.25
ch_00284,CHARGE,pout_00010,cashfree,pay_00283,2026-09-25,2627.92
fee_00142,FEE,pout_00010,cashfree,pay_00283,2026-09-25,-58.19
ch_00286,CHARGE,pout_00010,cashfree,pay_00285,2026-09-24,233.49
fee_00143,FEE,pout_00010,cashfree,pay_00285,2026-09-24,-7.90
ch_00288,CHARGE,pout_00010,cashfree,pay_00287,2026-09-24,3354.51
fee_00144,FEE,pout_00010,cashfree,pay_00287,2026-09-24,-73.44
ch_00290,CHARGE,pout_00010,cashfree,pay_00289,2026-09-25,8479.23
fee_00145,FEE,pout_00010,cashfree,pay_00289,2026-09-25,-181.06
ch_00292,CHARGE,pout_00010,cashfree,pay_00291,2026-09-24,4710.41
fee_00146,FEE,pout_00010,cashfree,pay_00291,2026-09-24,-101.92
ch_00294,CHARGE,pout_00011,razorpay,pay_00293,2026-09-25,547.72
fee_00147,FEE,pout_00011,razorpay,pay_00293,2026-09-25,-15.15
ch_00296,CHARGE,pout_00011,razorpay,pay_00295,2026-09-26,5949.71
fee_00148,FEE,pout_00011,razorpay,pay_00295,2026-09-26,-144.79
ch_00298,CHARGE,pout_00011,razorpay,pay_00297,2026-09-24,3936.54
fee_00149,FEE,pout_00011,razorpay,pay_00297,2026-09-24,-96.48
ch_00300,CHARGE,pout_00011,razorpay,pay_00299,2026-09-24,6360.88
fee_00150,FEE,pout_00011,razorpay,pay_00299,2026-09-24,-154.66
ch_00302,CHARGE,pout_00011,razorpay,pay_00301,2026-09-25,6417.92
fee_00151,FEE,pout_00011,razorpay,pay_00301,2026-09-25,-156.03
ch_00304,CHARGE,pout_00011,razorpay,pay_00303,2026-09-25,5521.38
fee_00152,FEE,pout_00011,razorpay,pay_00303,2026-09-25,-134.51
ch_00306,CHARGE,pout_00011,razorpay,pay_00305,2026-09-26,441.19
fee_00153,FEE,pout_00011,razorpay,pay_00305,2026-09-26,-12.59
ch_00308,CHARGE,pout_00011,razorpay,pay_00307,2026-09-24,6088.88
fee_00154,FEE,pout_00011,razorpay,pay_00307,2026-09-24,-148.13
ch_00310,CHARGE,pout_00011,razorpay,pay_00309,2026-09-25,4964.99
fee_00155,FEE,pout_00011,razorpay,pay_00309,2026-09-25,-121.16
ch_00312,CHARGE,pout_00011,razorpay,pay_00311,2026-09-24,5425.93
fee_00156,FEE,pout_00011,razorpay,pay_00311,2026-09-24,-132.22
ch_00314,CHARGE,pout_00011,razorpay,pay_00313,2026-09-26,240.65
fee_00157,FEE,pout_00011,razorpay,pay_00313,2026-09-26,-7.78
ch_00316,CHARGE,pout_00011,razorpay,pay_00315,2026-09-26,2024.14
fee_00158,FEE,pout_00011,razorpay,pay_00315,2026-09-26,-50.58
ch_00318,CHARGE,pout_00011,razorpay,pay_00317,2026-09-25,1794.77
fee_00159,FEE,pout_00011,razorpay,pay_00317,2026-09-25,-45.07
ch_00320,CHARGE,pout_00012,cashfree,pay_00319,2026-09-01,4878.25
fee_00160,FEE,pout_00012,cashfree,pay_00319,2026-09-01,-105.44
ch_00322,CHARGE,pout_00012,cashfree,pay_00321,2026-09-01,5770.96
fee_00161,FEE,pout_00012,cashfree,pay_00321,2026-09-01,-124.19
ch_00324,CHARGE,pout_00012,cashfree,pay_00323,2026-09-02,6204.94
fee_00162,FEE,pout_00012,cashfree,pay_00323,2026-09-02,-133.30
ch_00326,CHARGE,pout_00012,cashfree,pay_00325,2026-09-01,588.52
fee_00163,FEE,pout_00012,cashfree,pay_00325,2026-09-01,-15.36
ch_00328,CHARGE,pout_00012,cashfree,pay_00327,2026-09-02,4129.13
fee_00164,FEE,pout_00012,cashfree,pay_00327,2026-09-02,-89.71
ch_00330,CHARGE,pout_00012,cashfree,pay_00329,2026-09-02,4761.45
fee_00165,FEE,pout_00012,cashfree,pay_00329,2026-09-02,-102.99
ch_00332,CHARGE,pout_00012,cashfree,pay_00331,2026-09-02,3655.54
fee_00166,FEE,pout_00012,cashfree,pay_00331,2026-09-02,-79.77
ch_00334,CHARGE,pout_00012,cashfree,pay_00333,2026-09-02,7110.51
fee_00167,FEE,pout_00012,cashfree,pay_00333,2026-09-02,-152.32
ch_00336,CHARGE,pout_00013,cashfree,pay_00335,2026-09-22,2255.37
fee_00168,FEE,pout_00013,cashfree,pay_00335,2026-09-22,-50.36
ch_00338,CHARGE,pout_00013,cashfree,pay_00337,2026-09-23,8827.96
fee_00169,FEE,pout_00013,cashfree,pay_00337,2026-09-23,-188.39
ch_00340,CHARGE,pout_00013,cashfree,pay_00339,2026-09-22,6053.82
fee_00170,FEE,pout_00013,cashfree,pay_00339,2026-09-22,-130.13
ch_00342,CHARGE,pout_00013,cashfree,pay_00341,2026-09-21,3077.90
fee_00171,FEE,pout_00013,cashfree,pay_00341,2026-09-21,-67.64
