# A settlement export v2.1
# generated by the PSP, do not edit
txn_ref;kind;merchant_batch;psp;auth_code;booking_timestamp;amount_minor;ccy
ch_00028;CHARGE;pout_00001;cashfree;pay_00027;17.08.2026;551573;INR
fee_00014;FEE;pout_00001;cashfree;pay_00027;17.08.2026;-11883;INR
ch_00030;CHARGE;pout_00001;cashfree;pay_00029;18.08.2026;679887;INR
fee_00015;FEE;pout_00001;cashfree;pay_00029;18.08.2026;-14578;INR
ch_00032;CHARGE;pout_00001;cashfree;pay_00031;17.08.2026;440724;INR
fee_00016;FEE;pout_00001;cashfree;pay_00031;17.08.2026;-9555;INR
ch_00034;CHARGE;pout_00002;razorpay;pay_00033;08.08.2026;115486;INR
fee_00017;FEE;pout_00002;razorpay;pay_00033;08.08.2026;-2972;INR
ch_00036;CHARGE;pout_00002;razorpay;pay_00035;07.08.2026;567287;INR
fee_00018;FEE;pout_00002;razorpay;pay_00035;07.08.2026;-13815;INR
ch_00038;CHARGE;pout_00002;razorpay;pay_00037;08.08.2026;229723;INR
fee_00019;FEE;pout_00002;razorpay;pay_00037;08.08.2026;-5713;INR
ch_00040;CHARGE;pout_00002;razorpay;pay_00039;07.08.2026;804643;INR
fee_00020;FEE;pout_00002;razorpay;pay_00039;07.08.2026;-19511;INR
ch_00042;CHARGE;pout_00002;razorpay;pay_00041;06.08.2026;354906;INR
fee_00021;FEE;pout_00002;razorpay;pay_00041;06.08.2026;-8718;INR
ch_00044;CHARGE;pout_00002;razorpay;pay_00043;06.08.2026;875046;INR
fee_00022;FEE;pout_00002;razorpay;pay_00043;06.08.2026;-21201;INR
ch_00046;CHARGE;pout_00002;razorpay;pay_00045;06.08.2026;460202;INR
fee_00023;FEE;pout_00002;razorpay;pay_00045;06.08.2026;-11245;INR
ch_00048;CHARGE;pout_00002;razorpay;pay_00047;08.08.2026;689033;INR
fee_00024;FEE;pout_00002;razorpay;pay_00047;08.08.2026;-16737;INR
ch_00050;CHARGE;pout_00002;razorpay;pay_00049;07.08.2026;109116;INR
fee_00025;FEE;pout_00002;razorpay;pay_00049;07.08.2026;-2819;INR
ch_00052;CHARGE;pout_00002;razorpay;pay_00051;07.08.2026;771039;INR
fee_00026;FEE;pout_00002;razorpay;pay_00051;07.08.2026;-18705;INR
ch_00054;CHARGE;pout_00002;razorpay;pay_00053;06.08.2026;414983;INR
fee_00027;FEE;pout_00002;razorpay;pay_00053;06.08.2026;-10160;INR
ch_00056;CHARGE;pout_00002;razorpay;pay_00055;08.08.2026;189894;INR
fee_00028;FEE;pout_00002;razorpay;pay_00055;08.08.2026;-4757;INR
ch_00058;CHARGE;pout_00002;razorpay;pay_00057;06.08.2026;229638;INR
fee_00029;FEE;pout_00002;razorpay;pay_00057;06.08.2026;-5711;INR
ch_00060;CHARGE;pout_00002;razorpay;pay_00059;07.08.2026;649555;INR
fee_00030;FEE;pout_00002;razorpay;pay_00059;07.08.2026;-15789;INR
ch_00062;CHARGE;pout_00002;razorpay;pay_00061;07.08.2026;176166;INR
fee_00031;FEE;pout_00002;razorpay;pay_00061;07.08.2026;-4428;INR
ch_00064;CHARGE;pout_00002;razorpay;pay_00063;07.08.2026;152913;INR
fee_00032;FEE;pout_00002;razorpay;pay_00063;07.08.2026;-3870;INR
ch_00066;CHARGE;pout_00003;razorpay;pay_00065;07.08.2026;57589;INR
fee_00033;FEE;pout_00003;razorpay;pay_00065;07.08.2026;-1582;INR
ch_00068;CHARGE;pout_00003;razorpay;pay_00067;07.08.2026;365299;INR
fee_00034;FEE;pout_00003;razorpay;pay_00067;07.08.2026;-8967;INR
ch_00070;CHARGE;pout_00003;razorpay;pay_00069;07.08.2026;662140;INR
fee_00035;FEE;pout_00003;razorpay;pay_00069;07.08.2026;-16091;INR
ch_00072;CHARGE;pout_00003;razorpay;pay_00071;08.08.2026;63247;INR
fee_00036;FEE;pout_00003;razorpay;pay_00071;08.08.2026;-1718;INR
ch_00074;CHARGE;pout_00003;razorpay;pay_00073;09.08.2026;339040;INR
fee_00037;FEE;pout_00003;razorpay;pay_00073;09.08.2026;-8337;INR
ch_00076;CHARGE;pout_00003;razorpay;pay_00075;08.08.2026;125648;INR
fee_00038;FEE;pout_00003;razorpay;pay_00075;08.08.2026;-3216;INR
ch_00078;CHARGE;pout_00003;razorpay;pay_00077;08.08.2026;388854;INR
fee_00039;FEE;pout_00003;razorpay;pay_00077;08.08.2026;-9532;INR
ch_00080;CHARGE;pout_00003;razorpay;pay_00079;09.08.2026;762695;INR
fee_00040;FEE;pout_00003;razorpay;pay_00079;09.08.2026;-18505;INR
ch_00082;CHARGE;pout_00003;razorpay;pay_00081;07.08.2026;101368;INR
fee_00041;FEE;pout_00003;razorpay;pay_00081;07.08.2026;-2633;INR
ch_00084;CHARGE;pout_00003;razorpay;pay_00083;07.08.2026;345216;INR
fee_00042;FEE;pout_00003;razorpay;pay_00083;07.08.2026;-8485;INR
ch_00086;CHARGE;pout_00003;razorpay;pay_00085;07.08.2026;696385;INR
fee_00043;FEE;pout_00003;razorpay;pay_00085;07.08.2026;-16913;INR
ch_00088;CHARGE;pout_00003;razorpay;pay_00087;07.08.2026;236169;INR
fee_00044;FEE;pout_00003;razorpay;pay_00087;07.08.2026;-5868;INR
ch_00090;CHARGE;pout_00003;razorpay;pay_00089;09.08.2026;144967;INR
fee_00045;FEE;pout_00003;razorpay;pay_00089;09.08.2026;-3679;INR
ch_00092;CHARGE;pout_00003;razorpay;pay_00091;08.08.2026;602868;INR
fee_00046;FEE;pout_00003;razorpay;pay_00091;08.08.2026;-14669;INR
ch_00094;CHARGE;pout_00003;razorpay;pay_00093;09.08.2026;861668;INR
fee_00047;FEE;pout_00003;razorpay;pay_00093;09.08.2026;-20880;INR
ch_00096;CHARGE;pout_00003;razorpay;pay_00095;08.08.2026;654305;INR
fee_00048;FEE;pout_00003;razorpay;pay_00095;08.08.2026;-15903;INR
ch_00098;CHARGE;pout_00003;razorpay;pay_00097;07.08.2026;787361;INR
fee_00049;FEE;pout_00003;razorpay;pay_00097;07.08.2026;-19097;INR
ch_00100;CHARGE;pout_00003;razorpay;pay_00099;07.08.2026;59142;INR
fee_00050;FEE;pout_00003;razorpay;pay_00099;07.08.2026;-1619;INR
rfnd_00001;REFUND;pout_00003;razorpay;pay_00071;09.08.2026;-63247;INR
rfnd_00002;REFUND;pout_00003;razorpay;pay_00077;09.08.2026;-388854;INR
rfnd_00003;REFUND;pout_00003;razorpay;pay_00087;09.08.2026;-236169;INR
ch_00102;CHARGE;pout_00004;cashfree;pay_00101;06.08.2026;338546;INR
fee_00051;FEE;pout_00004;cashfree;pay_00101;06.08.2026;-7409;INR
ch_00104;CHARGE;pout_00004;cashfree;pay_00103;06.08.2026;38068;INR
fee_00052;FEE;pout_00004;cashfree;pay_00103;06.08.2026;-1099;INR
ch_00106;CHARGE;pout_00004;cashfree;pay_00105;05.08.2026;279802;INR
fee_00053;FEE;pout_00004;cashfree;pay_00105;05.08.2026;-6176;INR
ch_00108;CHARGE;pout_00004;cashfree;pay_00107;07.08.2026;625736;INR
fee_00054;FEE;pout_00004;cashfree;pay_00107;07.08.2026;-13440;INR
ch_00110;CHARGE;pout_00004;cashfree;pay_00109;05.08.2026;371114;INR
fee_00055;FEE;pout_00004;cashfree;pay_00109;05.08.2026;-8093;INR
ch_00112;CHARGE;pout_00004;cashfree;pay_00111;07.08.2026;838123;INR
fee_00056;FEE;pout_00004;cashfree;pay_00111;07.08.2026;-17901;INR
ch_00114;CHARGE;pout_00004;cashfree;pay_00113;06.08.2026;500951;INR
fee_00057;FEE;pout_00004;cashfree;pay_00113;06.08.2026;-10820;INR
rfnd_00004;REFUND;pout_00004;cashfree;pay_00107;07.08.2026;-625736;INR
ch_00116;CHARGE;pout_00005;razorpay;pay_00115;16.08.2026;644288;INR
fee_00058;FEE;pout_00005;razorpay;pay_00115;16.08.2026;-15663;INR
ch_00118;CHARGE;pout_00005;razorpay;pay_00117;16.08.2026;710033;INR
fee_00059;FEE;pout_00005;razorpay;pay_00117;16.08.2026;-17241;INR
ch_00120;CHARGE;pout_00005;razorpay;pay_00119;16.08.2026;646163;INR
fee_00060;FEE;pout_00005;razorpay;pay_00119;16.08.2026;-15708;INR
ch_00122;CHARGE;pout_00005;razorpay;pay_00121;14.08.2026;498855;INR
fee_00061;FEE;pout_00005;razorpay;pay_00121;14.08.2026;-12173;INR
ch_00124;CHARGE;pout_00005;razorpay;pay_00123;15.08.2026;864779;INR
fee_00062;FEE;pout_00005;razorpay;pay_00123;15.08.2026;-20955;INR
ch_00126;CHARGE;pout_00005;razorpay;pay_00125;16.08.2026;712978;INR
fee_00063;FEE;pout_00005;razorpay;pay_00125;16.08.2026;-17311;INR
ch_00128;CHARGE;pout_00006;cashfree;pay_00127;11.08.2026;313956;INR
fee_00064;FEE;pout_00006;cashfree;pay_00127;11.08.2026;-6893;INR
ch_00130;CHARGE;pout_00006;cashfree;pay_00129;13.08.2026;832524;INR
fee_00065;FEE;pout_00006;cashfree;pay_00129;13.08.2026;-17783;INR
ch_00132;CHARGE;pout_00006;cashfree;pay_00131;12.08.2026;515033;INR
fee_00066;FEE;pout_00006;cashfree;pay_00131;12.08.2026;-11116;INR
ch_00134;CHARGE;pout_00006;cashfree;pay_00133;12.08.2026;798024;INR
fee_00067;FEE;pout_00006;cashfree;pay_00133;12.08.2026;-17059;INR
ch_00136;CHARGE;pout_00006;cashfree;pay_00135;11.08.2026;437753;INR
fee_00068;FEE;pout_00006;cashfree;pay_00135;11.08.2026;-9493;INR
ch_00138;CHARGE;pout_00006;cashfree;pay_00137;13.08.2026;544427;INR
fee_00069;FEE;pout_00006;cashfree;pay_00137;13.08.2026;-11733;INR
ch_00140;CHARGE;pout_00006;cashfree;pay_00139;12.08.2026;214559;INR
fee_00070;FEE;pout_00006;cashfree;pay_00139;12.08.2026;-4806;INR
ch_00142;CHARGE;pout_00006;cashfree;pay_00141;13.08.2026;676951;INR
fee_00071;FEE;pout_00006;cashfree;pay_00141;13.08.2026;-14516;INR
ch_00144;CHARGE;pout_00007;razorpay;pay_00143;30.07.2026;35335;INR
fee_00072;FEE;pout_00007;razorpay;pay_00143;30.07.2026;-1048;INR
ch_00146;CHARGE;pout_00007;razorpay;pay_00145;30.07.2026;588082;INR
fee_00073;FEE;pout_00007;razorpay;pay_00145;30.07.2026;-14314;INR
ch_00148;CHARGE;pout_00007;razorpay;pay_00147;31.07.2026;789590;INR
fee_00074;FEE;pout_00007;razorpay;pay_00147;31.07.2026;-19150;INR
ch_00150;CHARGE;pout_00007;razorpay;pay_00149;01.08.2026;153365;INR
fee_00075;FEE;pout_00007;razorpay;pay_00149;01.08.2026;-3881;INR
ch_00152;CHARGE;pout_00007;razorpay;pay_00151;01.08.2026;547781;INR
fee_00076;FEE;pout_00007;razorpay;pay_00151;01.08.2026;-13347;INR
ch_00154;CHARGE;pout_00007;razorpay;pay_00153;31.07.2026;476239;INR
fee_00077;FEE;pout_00007;razorpay;pay_00153;31.07.2026;-11630;INR
ch_00156;CHARGE;pout_00007;razorpay;pay_00155;01.08.2026;392393;INR
fee_00078;FEE;pout_00007;razorpay;pay_00155;01.08.2026;-9617;INR
ch_00158;CHARGE;pout_00007;razorpay;pay_00157;30.07.2026;883455;INR
fee_00079;FEE;pout_00007;razorpay;pay_00157;30.07.2026;-21403;INR
ch_00160;CHARGE;pout_00007;razorpay;pay_00159;30.07.2026;191760;INR
fee_00080;FEE;pout_00007;razorpay;pay_00159;30.07.2026;-4802;INR
ch_00162;CHARGE;pout_00007;razorpay;pay_00161;01.08.2026;505958;INR
fee_00081;FEE;pout_00007;razorpay;pay_00161;01.08.2026;-12343;INR
ch_00164;CHARGE;pout_00007;razorpay;pay_00163;01.08.2026;765183;INR
fee_00082;FEE;pout_00007;razorpay;pay_00163;01.08.2026;-18564;INR
ch_00166;CHARGE;pout_00008;cashfree;pay_00165;11.08.2026;220284;INR
fee_00083;FEE;pout_00008;cashfree;pay_00165;11.08.2026;-4926;INR
ch_00168;CHARGE;pout_00008;cashfree;pay_00167;10.08.2026;636286;INR
fee_00084;FEE;pout_00008;cashfree;pay_00167;10.08.2026;-13662;INR
ch_00170;CHARGE;pout_00008;cashfree;pay_00169;12.08.2026;684668;INR
fee_00085;FEE;pout_00008;cashfree;pay_00169;12.08.2026;-14678;INR
ch_00172;CHARGE;pout_00008;cashfree;pay_00171;10.08.2026;891115;INR
fee_00086;FEE;pout_00008;cashfree;pay_00171;10.08.2026;-19013;INR
ch_00174;CHARGE;pout_00008;cashfree;pay_00173;11.08.2026;354955;INR
fee_00087;FEE;pout_00008;cashfree;pay_00173;11.08.2026;-7754;INR
ch_00176;CHARGE;pout_00008;cashfree;pay_00175;12.08.2026;557565;INR
fee_00088;FEE;pout_00008;cashfree;pay_00175;12.08.2026;-12009;INR
ch_00178;CHARGE;pout_00008;cashfree;pay_00177;12.08.2026;601038;INR
fee_00089;FEE;pout_00008;cashfree;pay_00177;12.08.2026;-12922;INR
ch_00180;CHARGE;pout_00008;cashfree;pay_00179;12.08.2026;836450;INR
fee_00090;FEE;pout_00008;cashfree;pay_00179;12.08.2026;-17865;INR
ch_00182;CHARGE;pout_00008;cashfree;pay_00181;10.08.2026;348865;INR
fee_00091;FEE;pout_00008;cashfree;pay_00181;10.08.2026;-7626;INR
ch_00184;CHARGE;pout_00008;cashfree;pay_00183;10.08.2026;445503;INR
fee_00092;FEE;pout_00008;cashfree;pay_00183;10.08.2026;-9656;INR
ch_00186;CHARGE;pout_00009;cashfree;pay_00185;03.08.2026;105397;INR
fee_00093;FEE;pout_00009;cashfree;pay_00185;03.08.2026;-2513;INR
ch_00188;CHARGE;pout_00009;cashfree;pay_00187;03.08.2026;864400;INR
fee_00094;FEE;pout_00009;cashfree;pay_00187;03.08.2026;-18452;INR
ch_00190;CHARGE;pout_00009;cashfree;pay_00189;03.08.2026;31353;INR
fee_00095;FEE;pout_00009;cashfree;pay_00189;03.08.2026;-958;INR
ch_00192;CHARGE;pout_00009;cashfree;pay_00191;04.08.2026;400898;INR
fee_00096;FEE;pout_00009;cashfree;pay_00191;04.08.2026;-8719;INR
ch_00194;CHARGE;pout_00009;cashfree;pay_00193;02.08.2026;447418;INR
fee_00097;FEE;pout_00009;cashfree;pay_00193;02.08.2026;-9696;INR
ch_00196;CHARGE;pout_00009;cashfree;pay_00195;02.08.2026;357620;INR
fee_00098;FEE;pout_00009;cashfree;pay_00195;02.08.2026;-7810;INR
ch_00198;CHARGE;pout_00009;cashfree;pay_00197;03.08.2026;812192;INR
fee_00099;FEE;pout_00009;cashfree;pay_00197;03.08.2026;-17356;INR
ch_00200;CHARGE;pout_00010;razorpay;pay_00199;15.08.2026;792641;INR
fee_00100;FEE;pout_00010;razorpay;pay_00199;15.08.2026;-19223;INR
ch_00202;CHARGE;pout_00010;razorpay;pay_00201;14.08.2026;278431;INR
fee_00101;FEE;pout_00010;razorpay;pay_00201;14.08.2026;-6882;INR
ch_00204;CHARGE;pout_00010;razorpay;pay_00203;16.08.2026;764014;INR
fee_00102;FEE;pout_00010;razorpay;pay_00203;16.08.2026;-18536;INR
ch_00206;CHARGE;pout_00010;razorpay;pay_00205;16.08.2026;469310;INR
fee_00103;FEE;pout_00010;razorpay;pay_00205;16.08.2026;-11463;INR
ch_00208;CHARGE;pout_00010;razorpay;pay_00207;16.08.2026;154060;INR
fee_00104;FEE;pout_00010;razorpay;pay_00207;16.08.2026;-3897;INR
ch_00210;CHARGE;pout_00010;razorpay;pay_00209;15.08.2026;893216;INR
fee_00105;FEE;pout_00010;razorpay;pay_00209;15.08.2026;-21637;INR
ch_00212;CHARGE;pout_00010;razorpay;pay_00211;16.08.2026;596150;INR
fee_00106;FEE;pout_00010;razorpay;pay_00211;16.08.2026;-14508;INR
ch_00214;CHARGE;pout_00010;razorpay;pay_00213;15.08.2026;728479;INR
fee_00107;FEE;pout_00010;razorpay;pay_00213;15.08.2026;-17683;INR
ch_00216;CHARGE;pout_00010;razorpay;pay_00215;16.08.2026;727484;INR
fee_00108;FEE;pout_00010;razorpay;pay_00215;16.08.2026;-17660;INR
ch_00218;CHARGE;pout_00010;razorpay;pay_00217;14.08.2026;685414;INR
fee_00109;FEE;pout_00010;razorpay;pay_00217;14.08.2026;-16650;INR
ch_00220;CHARGE;pout_00010;razorpay;pay_00219;14.08.2026;595888;INR
fee_00110;FEE;pout_00010;razorpay;pay_00219;14.08.2026;-14501;INR
ch_00222;CHARGE;pout_00010;razorpay;pay_00221;14.08.2026;790180;INR
fee_00111;FEE;pout_00010;razorpay;pay_00221;14.08.2026;-19164;INR
ch_00224;CHARGE;pout_00010;razorpay;pay_00223;14.08.2026;248314;INR
fee_00112;FEE;pout_00010;razorpay;pay_00223;14.08.2026;-6160;INR
ch_00226;CHARGE;pout_00010;razorpay;pay_00225;14.08.2026;851125;INR
fee_00113;FEE;pout_00010;razorpay;pay_00225;14.08.2026;-20627;INR
rfnd_00005;REFUND;pout_00010;razorpay;pay_00199;16.08.2026;-792641;INR
rfnd_00006;REFUND;pout_00010;razorpay;pay_00209;16.08.2026;-893216;INR
ch_00228;CHARGE;pout_00011;razorpay;pay_00227;03.08.2026;562679;INR
fee_00114;FEE;pout_00011;razorpay;pay_00227;03.08.2026;-13704;INR
ch_00230;CHARGE;pout_00011;razorpay;pay_00229;05.08.2026;695952;INR
fee_00115;FEE;pout_00011;razorpay;pay_00229;05.08.2026;-16903;INR
ch_00232;CHARGE;pout_00011;razorpay;pay_00231;04.08.2026;260101;INR
fee_00116;FEE;pout_00011;razorpay;pay_00231;04.08.2026;-6442;INR
ch_00234;CHARGE;pout_00011;razorpay;pay_00233;05.08.2026;608302;INR
fee_00117;FEE;pout_00011;razorpay;pay_00233;05.08.2026;-14799;INR
ch_00236;CHARGE;pout_00011;razorpay;pay_00235;03.08.2026;333271;INR
fee_00118;FEE;pout_00011;razorpay;pay_00235;03.08.2026;-8199;INR
ch_00238;CHARGE;pout_00011;razorpay;pay_00237;04.08.2026;702659;INR
fee_00119;FEE;pout_00011;razorpay;pay_00237;04.08.2026;-17064;INR
ch_00240;CHARGE;pout_00011;razorpay;pay_00239;04.08.2026;857294;INR
fee_00120;FEE;pout_00011;razorpay;pay_00239;04.08.2026;-20775;INR
ch_00242;CHARGE;pout_00011;razorpay;pay_00241;03.08.2026;485190;INR
fee_00121;FEE;pout_00011;razorpay;pay_00241;03.08.2026;-11845;INR
ch_00244;CHARGE;pout_00011;razorpay;pay_00243;05.08.2026;814040;INR
fee_00122;FEE;pout_00011;razorpay;pay_00243;05.08.2026;-19737;INR
ch_00246;CHARGE;pout_00011;razorpay;pay_00245;04.08.2026;710485;INR
fee_00123;FEE;pout_00011;razorpay;pay_00245;04.08.2026;-17252;INR
ch_00248;CHARGE;pout_00011;razorpay;pay_00247;05.08.2026;204145;INR
fee_00124;FEE;pout_00011;razorpay;pay_00247;05.08.2026;-5099;INR
ch_00250;CHARGE;pout_00011;razorpay;pay_00249;04.08.2026;812817;INR
fee_00125;FEE;pout_00011;razorpay;pay_00249;04.08.2026;-19708;INR
ch_00252;CHARGE;pout_00011;razorpay;pay_00251;04.08.2026;666364;INR
fee_00126;FEE;pout_00011;razorpay;pay_00251;04.08.2026;-16193;INR
ch_00254;CHARGE;pout_00011;razorpay;pay_00253;04.08.2026;211441;INR
fee_00127;FEE;pout_00011;razorpay;pay_00253;04.08.2026;-5275;INR
ch_00256;CHARGE;pout_00011;razorpay;pay_00255;05.08.2026;295658;INR
fee_00128;FEE;pout_00011;razorpay;pay_00255;05.08.2026;-7296;INR
ch_00258;CHARGE;pout_00011;razorpay;pay_00257;05.08.2026;765110;INR
fee_00129;FEE;pout_00011;razorpay;pay_00257;05.08.2026;-18563;INR
ch_00260;CHARGE;pout_00011;razorpay;pay_00259;05.08.2026;44866;INR
fee_00130;FEE;pout_00011;razorpay;pay_00259;05.08.2026;-1277;INR
ch_00493;CHARGE;pout_00011;razorpay;pay_00227;03.08.2026;562679;INR
fee_00247;FEE;pout_00011;razorpay;pay_00227;03.08.2026;-13704;INR
rfnd_00007;REFUND;pout_00011;razorpay;pay_00235;05.08.2026;-333271;INR
ch_00262;CHARGE;pout_00012;razorpay;pay_00261;18.08.2026;212293;INR
fee_00131;FEE;pout_00012;razorpay;pay_00261;18.08.2026;-5295;INR
ch_00264;CHARGE;pout_00012;razorpay;pay_00263;20.08.2026;877602;INR
fee_00132;FEE;pout_00012;razorpay;pay_00263;20.08.2026;-21262;INR
ch_00266;CHARGE;pout_00012;razorpay;pay_00265;18.08.2026;230570;INR
fee_00133;FEE;pout_00012;razorpay;pay_00265;18.08.2026;-5734;INR
ch_00268;CHARGE;pout_00012;razorpay;pay_00267;20.08.2026;881473;INR
fee_00134;FEE;pout_00012;razorpay;pay_00267;20.08.2026;-21355;INR
ch_00270;CHARGE;pout_00012;razorpay;pay_00269;18.08.2026;290823;INR
fee_00135;FEE;pout_00012;razorpay;pay_00269;18.08.2026;-7180;INR
ch_00272;CHARGE;pout_00012;razorpay;pay_00271;20.08.2026;822576;INR
fee_00136;FEE;pout_00012;razorpay;pay_00271;20.08.2026;-19942;INR
ch_00274;CHARGE;pout_00012;razorpay;pay_00273;19.08.2026;510594;INR
fee_00137;FEE;pout_00012;razorpay;pay_00273;19.08.2026;-12454;INR
ch_00276;CHARGE;pout_00012;razorpay;pay_00275;20.08.2026;379396;INR
fee_00138;FEE;pout_00012;razorpay;pay_00275;20.08.2026;-9306;INR
ch_00278;CHARGE;pout_00012;razorpay;pay_00277;18.08.2026;724392;INR
fee_00139;FEE;pout_00012;razorpay;pay_00277;18.08.2026;-17585;INR
ch_00280;CHARGE;pout_00012;razorpay;pay_00279;19.08.2026;220025;INR
fee_00140;FEE;pout_00012;razorpay;pay_00279;19.08.2026;-5481;INR
ch_00282;CHARGE;pout_00012;razorpay;pay_00281;19.08.2026;696231;INR
fee_00141;FEE;pout_00012;razorpay;pay_00281;19.08.2026;-16910;INR
ch_00284;CHARGE;pout_00012;razorpay;pay_00283;20.08.2026;277404;INR
fee_00142;FEE;pout_00012;razorpay;pay_00283;20.08.2026;-6858;INR
rfnd_00008;REFUND;pout_00012;razorpay;pay_00269;20.08.2026;-290823;INR
cb_00015;CHARGEBACK;pout_00012;razorpay;pay_prior_00042;20.08.2026;-1870000;INR
ch_00286;CHARGE;pout_00013;razorpay;pay_00285;19.08.2026;285326;INR
fee_00143;FEE;pout_00013;razorpay;pay_00285;19.08.2026;-7048;INR
ch_00288;CHARGE;pout_00013;razorpay;pay_00287;18.08.2026;673876;INR
fee_00144;FEE;pout_00013;razorpay;pay_00287;18.08.2026;-16373;INR
ch_00290;CHARGE;pout_00013;razorpay;pay_00289;19.08.2026;701530;INR
fee_00145;FEE;pout_00013;razorpay;pay_00289;19.08.2026;-17037;INR
ch_00292;CHARGE;pout_00013;razorpay;pay_00291;18.08.2026;826734;INR
fee_00146;FEE;pout_00013;razorpay;pay_00291;18.08.2026;-20042;INR
ch_00294;CHARGE;pout_00013;razorpay;pay_00293;20.08.2026;276128;INR
fee_00147;FEE;pout_00013;razorpay;pay_00293;20.08.2026;-6827;INR
ch_00296;CHARGE;pout_00013;razorpay;pay_00295;20.08.2026;584833;INR
fee_00148;FEE;pout_00013;razorpay;pay_00295;20.08.2026;-14236;INR
ch_00298;CHARGE;pout_00013;razorpay;pay_00297;19.08.2026;251849;INR
fee_00149;FEE;pout_00013;razorpay;pay_00297;19.08.2026;-6244;INR
ch_00300;CHARGE;pout_00013;razorpay;pay_00299;20.08.2026;371921;INR
fee_00150;FEE;pout_00013;razorpay;pay_00299;20.08.2026;-9126;INR
ch_00302;CHARGE;pout_00013;razorpay;pay_00301;19.08.2026;866374;INR
fee_00151;FEE;pout_00013;razorpay;pay_00301;19.08.2026;-20993;INR
ch_00304;CHARGE;pout_00013;razorpay;pay_00303;19.08.2026;151091;INR
fee_00152;FEE;pout_00013;razorpay;pay_00303;19.08.2026;-3826;INR
ch_00306;CHARGE;pout_00014;razorpay;pay_00305;03.08.2026;523712;INR
fee_00153;FEE;pout_00014;razorpay;pay_00305;03.08.2026;-15488;INR
ch_00308;CHARGE;pout_00014;razorpay;pay_00307;03.08.2026;486720;INR
fee_00154;FEE;pout_00014;razorpay;pay_00307;03.08.2026;-14415;INR
ch_00310;CHARGE;pout_00014;razorpay;pay_00309;03.08.2026;109498;INR
fee_00155;FEE;pout_00014;razorpay;pay_00309;03.08.2026;-3475;INR
ch_00312;CHARGE;pout_00014;razorpay;pay_00311;04.08.2026;881007;INR
fee_00156;FEE;pout_00014;razorpay;pay_00311;04.08.2026;-25849;INR
ch_00314;CHARGE;pout_00014;razorpay;pay_00313;04.08.2026;654544;INR
fee_00157;FEE;pout_00014;razorpay;pay_00313;04.08.2026;-19282;INR
ch_00316;CHARGE;pout_00014;razorpay;pay_00315;04.08.2026;489175;INR
fee_00158;FEE;pout_00014;razorpay;pay_00315;04.08.2026;-14486;INR
ch_00318;CHARGE;pout_00014;razorpay;pay_00317;04.08.2026;888201;INR
fee_00159;FEE;pout_00014;razorpay;pay_00317;04.08.2026;-26058;INR
ch_00320;CHARGE;pout_00014;razorpay;pay_00319;02.08.2026;298141;INR
fee_00160;FEE;pout_00014;razorpay;pay_00319;02.08.2026;-8946;INR
ch_00322;CHARGE;pout_00014;razorpay;pay_00321;04.08.2026;195612;INR
fee_00161;FEE;pout_00014;razorpay;pay_00321;04.08.2026;-5973;INR
