row_id,row_type,payout_id,gateway,payment_id,value_date,amount
fee_00061,FEE,pout_00005,razorpay,pay_00121,2026-08-14,-121.73
ch_00124,CHARGE,pout_00005,razorpay,pay_00123,2026-08-15,8647.79
fee_00062,FEE,pout_00005,razorpay,pay_00123,2026-08-15,-209.55
ch_00126,CHARGE,pout_00005,razorpay,pay_00125,2026-08-16,7129.78
fee_00063,FEE,pout_00005,razorpay,pay_00125,2026-08-16,-173.11
ch_00128,CHARGE,pout_00006,cashfree,pay_00127,2026-08-11,3139.56
fee_00064,FEE,pout_00006,cashfree,pay_00127,2026-08-11,-68.93
ch_00130,CHARGE,pout_00006,cashfree,pay_00129,2026-08-13,8325.24
fee_00065,FEE,pout_00006,cashfree,pay_00129,2026-08-13,-177.83
ch_00132,CHARGE,pout_00006,cashfree,pay_00131,2026-08-12,5150.33
fee_00066,FEE,pout_00006,cashfree,pay_00131,2026-08-12,-111.16
ch_00134,CHARGE,pout_00006,cashfree,pay_00133,2026-08-12,7980.24
fee_00067,FEE,pout_00006,cashfree,pay_00133,2026-08-12,-170.59
ch_00136,CHARGE,pout_00006,cashfree,pay_00135,2026-08-11,4377.53
fee_00068,FEE,pout_00006,cashfree,pay_00135,2026-08-11,-94.93
ch_00138,CHARGE,pout_00006,cashfree,pay_00137,2026-08-13,5444.27
fee_00069,FEE,pout_00006,cashfree,pay_00137,2026-08-13,-117.33
ch_00140,CHARGE,pout_00006,cashfree,pay_00139,2026-08-12,2145.59
fee_00070,FEE,pout_00006,cashfree,pay_00139,2026-08-12,-48.06
ch_00142,CHARGE,pout_00006,cashfree,pay_00141,2026-08-13,6769.51
fee_00071,FEE,pout_00006,cashfree,pay_00141,2026-08-13,-145.16
ch_00144,CHARGE,pout_00007,razorpay,pay_00143,2026-07-30,353.35
fee_00072,FEE,pout_00007,razorpay,pay_00143,2026-07-30,-10.48
ch_00146,CHARGE,pout_00007,razorpay,pay_00145,2026-07-30,5880.82
fee_00073,FEE,pout_00007,razorpay,pay_00145,2026-07-30,-143.14
ch_00148,CHARGE,pout_00007,razorpay,pay_00147,2026-07-31,7895.90
fee_00074,FEE,pout_00007,razorpay,pay_00147,2026-07-31,-191.50
ch_00150,CHARGE,pout_00007,razorpay,pay_00149,2026-08-01,1533.65
fee_00075,FEE,pout_00007,razorpay,pay_00149,2026-08-01,-38.81
ch_00152,CHARGE,pout_00007,razorpay,pay_00151,2026-08-01,5477.81
fee_00076,FEE,pout_00007,razorpay,pay_00151,2026-08-01,-133.47
ch_00154,CHARGE,pout_00007,razorpay,pay_00153,2026-07-31,4762.39
fee_00077,FEE,pout_00007,razorpay,pay_00153,2026-07-31,-116.30
ch_00156,CHARGE,pout_00007,razorpay,pay_00155,2026-08-01,3923.93
fee_00078,FEE,pout_00007,razorpay,pay_00155,2026-08-01,-96.17
ch_00158,CHARGE,pout_00007,razorpay,pay_00157,2026-07-30,8834.55
fee_00079,FEE,pout_00007,razorpay,pay_00157,2026-07-30,-214.03
ch_00160,CHARGE,pout_00007,razorpay,pay_00159,2026-07-30,1917.60
fee_00080,FEE,pout_00007,razorpay,pay_00159,2026-07-30,-48.02
ch_00162,CHARGE,pout_00007,razorpay,pay_00161,2026-08-01,5059.58
fee_00081,FEE,pout_00007,razorpay,pay_00161,2026-08-01,-123.43
ch_00164,CHARGE,pout_00007,razorpay,pay_00163,2026-08-01,7651.83
fee_00082,FEE,pout_00007,razorpay,pay_00163,2026-08-01,-185.64
ch_00166,CHARGE,pout_00008,cashfree,pay_00165,2026-08-11,2202.84
fee_00083,FEE,pout_00008,cashfree,pay_00165,2026-08-11,-49.26
ch_00168,CHARGE,pout_00008,cashfree,pay_00167,2026-08-10,6362.86
fee_00084,FEE,pout_00008,cashfree,pay_00167,2026-08-10,-136.62
ch_00170,CHARGE,pout_00008,cashfree,pay_00169,2026-08-12,6846.68
fee_00085,FEE,pout_00008,cashfree,pay_00169,2026-08-12,-146.78
ch_00172,CHARGE,pout_00008,cashfree,pay_00171,2026-08-10,8911.15
fee_00086,FEE,pout_00008,cashfree,pay_00171,2026-08-10,-190.13
ch_00174,CHARGE,pout_00008,cashfree,pay_00173,2026-08-11,3549.55
fee_00087,FEE,pout_00008,cashfree,pay_00173,2026-08-11,-77.54
ch_00176,CHARGE,pout_00008,cashfree,pay_00175,2026-08-12,5575.65
fee_00088,FEE,pout_00008,cashfree,pay_00175,2026-08-12,-120.09
ch_00178,CHARGE,pout_00008,cashfree,pay_00177,2026-08-12,6010.38
fee_00089,FEE,pout_00008,cashfree,pay_00177,2026-08-12,-129.22
ch_00180,CHARGE,pout_00008,cashfree,pay_00179,2026-08-12,8364.50
fee_00090,FEE,pout_00008,cashfree,pay_00179,2026-08-12,-178.65
ch_00182,CHARGE,pout_00008,cashfree,pay_00181,2026-08-10,3488.65
fee_00091,FEE,pout_00008,cashfree,pay_00181,2026-08-10,-76.26
ch_00184,CHARGE,pout_00008,cashfree,pay_00183,2026-08-10,4455.03
fee_00092,FEE,pout_00008,cashfree,pay_00183,2026-08-10,-96.56
ch_00186,CHARGE,pout_00009,cashfree,pay_00185,2026-08-03,1053.97
fee_00093,FEE,pout_00009,cashfree,pay_00185,2026-08-03,-25.13
ch_00188,CHARGE,pout_00009,cashfree,pay_00187,2026-08-03,8644.00
fee_00094,FEE,pout_00009,cashfree,pay_00187,2026-08-03,-184.52
ch_00190,CHARGE,pout_00009,cashfree,pay_00189,2026-08-03,313.53
fee_00095,FEE,pout_00009,cashfree,pay_00189,2026-08-03,-9.58
ch_00192,CHARGE,pout_00009,cashfree,pay_00191,2026-08-04,4008.98
fee_00096,FEE,pout_00009,cashfree,pay_00191,2026-08-04,-87.19
ch_00194,CHARGE,pout_00009,cashfree,pay_00193,2026-08-02,4474.18
fee_00097,FEE,pout_00009,cashfree,pay_00193,2026-08-02,-96.96
ch_00196,CHARGE,pout_00009,cashfree,pay_00195,2026-08-02,3576.20
fee_00098,FEE,pout_00009,cashfree,pay_00195,2026-08-02,-78.10
ch_00198,CHARGE,pout_00009,cashfree,pay_00197,2026-08-03,8121.92
fee_00099,FEE,pout_00009,cashfree,pay_00197,2026-08-03,-173.56
ch_00200,CHARGE,pout_00010,razorpay,pay_00199,2026-08-15,7926.41
fee_00100,FEE,pout_00010,razorpay,pay_00199,2026-08-15,-192.23
ch_00202,CHARGE,pout_00010,razorpay,pay_00201,2026-08-14,2784.31
fee_00101,FEE,pout_00010,razorpay,pay_00201,2026-08-14,-68.82
ch_00204,CHARGE,pout_00010,razorpay,pay_00203,2026-08-16,7640.14
fee_00102,FEE,pout_00010,razorpay,pay_00203,2026-08-16,-185.36
ch_00206,CHARGE,pout_00010,razorpay,pay_00205,2026-08-16,4693.10
fee_00103,FEE,pout_00010,razorpay,pay_00205,2026-08-16,-114.63
ch_00208,CHARGE,pout_00010,razorpay,pay_00207,2026-08-16,1540.60
fee_00104,FEE,pout_00010,razorpay,pay_00207,2026-08-16,-38.97
ch_00210,CHARGE,pout_00010,razorpay,pay_00209,2026-08-15,8932.16
fee_00105,FEE,pout_00010,razorpay,pay_00209,2026-08-15,-216.37
ch_00212,CHARGE,pout_00010,razorpay,pay_00211,2026-08-16,5961.50
fee_00106,FEE,pout_00010,razorpay,pay_00211,2026-08-16,-145.08
ch_00214,CHARGE,pout_00010,razorpay,pay_00213,2026-08-15,7284.79
fee_00107,FEE,pout_00010,razorpay,pay_00213,2026-08-15,-176.83
ch_00216,CHARGE,pout_00010,razorpay,pay_00215,2026-08-16,7274.84
fee_00108,FEE,pout_00010,razorpay,pay_00215,2026-08-16,-176.60
ch_00218,CHARGE,pout_00010,razorpay,pay_00217,2026-08-14,6854.14
fee_00109,FEE,pout_00010,razorpay,pay_00217,2026-08-14,-166.50
ch_00220,CHARGE,pout_00010,razorpay,pay_00219,2026-08-14,5958.88
fee_00110,FEE,pout_00010,razorpay,pay_00219,2026-08-14,-145.01
ch_00222,CHARGE,pout_00010,razorpay,pay_00221,2026-08-14,7901.80
fee_00111,FEE,pout_00010,razorpay,pay_00221,2026-08-14,-191.64
ch_00224,CHARGE,pout_00010,razorpay,pay_00223,2026-08-14,2483.14
fee_00112,FEE,pout_00010,razorpay,pay_00223,2026-08-14,-61.60
ch_00226,CHARGE,pout_00010,razorpay,pay_00225,2026-08-14,8511.25
fee_00113,FEE,pout_00010,razorpay,pay_00225,2026-08-14,-206.27
rfnd_00005,REFUND,pout_00010,razorpay,pay_00199,2026-08-16,-7926.41
rfnd_00006,REFUND,pout_00010,razorpay,pay_00209,2026-08-16,-8932.16
ch_00228,CHARGE,pout_00011,razorpay,pay_00227,2026-08-03,5626.79
fee_00114,FEE,pout_00011,razorpay,pay_00227,2026-08-03,-137.04
ch_00230,CHARGE,pout_00011,razorpay,pay_00229,2026-08-05,6959.52
fee_00115,FEE,pout_00011,razorpay,pay_00229,2026-08-05,-169.03
ch_00232,CHARGE,pout_00011,razorpay,pay_00231,2026-08-04,2601.01
fee_00116,FEE,pout_00011,razorpay,pay_00231,2026-08-04,-64.42
ch_00234,CHARGE,pout_00011,razorpay,pay_00233,2026-08-05,6083.02
fee_00117,FEE,pout_00011,razorpay,pay_00233,2026-08-05,-147.99
ch_00236,CHARGE,pout_00011,razorpay,pay_00235,2026-08-03,3332.71
fee_00118,FEE,pout_00011,razorpay,pay_00235,2026-08-03,-81.99
ch_00238,CHARGE,pout_00011,razorpay,pay_00237,2026-08-04,7026.59
fee_00119,FEE,pout_00011,razorpay,pay_00237,2026-08-04,-170.64
ch_00240,CHARGE,pout_00011,razorpay,pay_00239,2026-08-04,8572.94
fee_00120,FEE,pout_00011,razorpay,pay_00239,2026-08-04,-207.75
ch_00242,CHARGE,pout_00011,razorpay,pay_00241,2026-08-03,4851.90
fee_00121,FEE,pout_00011,razorpay,pay_00241,2026-08-03,-118.45
ch_00244,CHARGE,pout_00011,razorpay,pay_00243,2026-08-05,8140.40
fee_00122,FEE,pout_00011,razorpay,pay_00243,2026-08-05,-197.37
ch_00246,CHARGE,pout_00011,razorpay,pay_00245,2026-08-04,7104.85
fee_00123,FEE,pout_00011,razorpay,pay_00245,2026-08-04,-172.52
ch_00248,CHARGE,pout_00011,razorpay,pay_00247,2026-08-05,2041.45
fee_00124,FEE,pout_00011,razorpay,pay_00247,2026-08-05,-50.99
ch_00250,CHARGE,pout_00011,razorpay,pay_00249,2026-08-04,8128.17
fee_00125,FEE,pout_00011,razorpay,pay_00249,2026-08-04,-197.08
ch_00252,CHARGE,pout_00011,razorpay,pay_00251,2026-08-04,6663.64
fee_00126,FEE,pout_00011,razorpay,pay_00251,2026-08-04,-161.93
ch_00254,CHARGE,pout_00011,razorpay,pay_00253,2026-08-04,2114.41
fee_00127,FEE,pout_00011,razorpay,pay_00253,2026-08-04,-52.75
ch_00256,CHARGE,pout_00011,razorpay,pay_00255,2026-08-05,2956.58
fee_00128,FEE,pout_00011,razorpay,pay_00255,2026-08-05,-72.96
ch_00258,CHARGE,pout_00011,razorpay,pay_00257,2026-08-05,7651.10
fee_00129,FEE,pout_00011,razorpay,pay_00257,2026-08-05,-185.63
ch_00260,CHARGE,pout_00011,razorpay,pay_00259,2026-08-05,448.66
fee_00130,FEE,pout_00011,razorpay,pay_00259,2026-08-05,-12.77
ch_00493,CHARGE,pout_00011,razorpay,pay_00227,2026-08-03,5626.79
fee_00247,FEE,pout_00011,razorpay,pay_00227,2026-08-03,-137.04
rfnd_00007,REFUND,pout_00011,razorpay,pay_00235,2026-08-05,-3332.71
ch_00262,CHARGE,pout_00012,razorpay,pay_00261,2026-08-18,2122.93
fee_00131,FEE,pout_00012,razorpay,pay_00261,2026-08-18,-52.95
ch_00264,CHARGE,pout_00012,razorpay,pay_00263,2026-08-20,8776.02
fee_00132,FEE,pout_00012,razorpay,pay_00263,2026-08-20,-212.62
ch_00266,CHARGE,pout_00012,razorpay,pay_00265,2026-08-18,2305.70
fee_00133,FEE,pout_00012,razorpay,pay_00265,2026-08-18,-57.34
ch_00268,CHARGE,pout_00012,razorpay,pay_00267,2026-08-20,8814.73
fee_00134,FEE,pout_00012,razorpay,pay_00267,2026-08-20,-213.55
ch_00270,CHARGE,pout_00012,razorpay,pay_00269,2026-08-18,2908.23
fee_00135,FEE,pout_00012,razorpay,pay_00269,2026-08-18,-71.80
ch_00272,CHARGE,pout_00012,razorpay,pay_00271,2026-08-20,8225.76
fee_00136,FEE,pout_00012,razorpay,pay_00271,2026-08-20,-199.42
ch_00274,CHARGE,pout_00012,razorpay,pay_00273,2026-08-19,5105.94
fee_00137,FEE,pout_00012,razorpay,pay_00273,2026-08-19,-124.54
ch_00276,CHARGE,pout_00012,razorpay,pay_00275,2026-08-20,3793.96
fee_00138,FEE,pout_00012,razorpay,pay_00275,2026-08-20,-93.06
ch_00278,CHARGE,pout_00012,razorpay,pay_00277,2026-08-18,7243.92
fee_00139,FEE,pout_00012,razorpay,pay_00277,2026-08-18,-175.85
ch_00280,CHARGE,pout_00012,razorpay,pay_00279,2026-08-19,2200.25
fee_00140,FEE,pout_00012,razorpay,pay_00279,2026-08-19,-54.81
ch_00282,CHARGE,pout_00012,razorpay,pay_00281,2026-08-19,6962.31
fee_00141,FEE,pout_00012,razorpay,pay_00281,2026-08-19,-169.10
ch_00284,CHARGE,pout_00012,razorpay,pay_00283,2026-08-20,2774.04
fee_00142,FEE,pout_00012,razorpay,pay_00283,2026-08-20,-68.58
rfnd_00008,REFUND,pout_00012,razorpay,pay_00269,2026-08-20,-2908.23
cb_00015,CHARGEBACK,pout_00012,razorpay,pay_prior_00042,2026-08-20,-18700.00
ch_00286,CHARGE,pout_00013,razorpay,pay_00285,2026-08-19,2853.26
fee_00143,FEE,pout_00013,razorpay,pay_00285,2026-08-19,-70.48
ch_00288,CHARGE,pout_00013,razorpay,pay_00287,2026-08-18,6738.76
fee_00144,FEE,pout_00013,razorpay,pay_00287,2026-08-18,-163.73
ch_00290,CHARGE,pout_00013,razorpay,pay_00289,2026-08-19,7015.30
fee_00145,FEE,pout_00013,razorpay,pay_00289,2026-08-19,-170.37
ch_00292,CHARGE,pout_00013,razorpay,pay_00291,2026-08-18,8267.34
fee_00146,FEE,pout_00013,razorpay,pay_00291,2026-08-18,-200.42
ch_00294,CHARGE,pout_00013,razorpay,pay_00293,2026-08-20,2761.28
fee_00147,FEE,pout_00013,razorpay,pay_00293,2026-08-20,-68.27
ch_00296,CHARGE,pout_00013,razorpay,pay_00295,2026-08-20,5848.33
fee_00148,FEE,pout_00013,razorpay,pay_00295,2026-08-20,-142.36
ch_00298,CHARGE,pout_00013,razorpay,pay_00297,2026-08-19,2518.49
fee_00149,FEE,pout_00013,razorpay,pay_00297,2026-08-19,-62.44
ch_00300,CHARGE,pout_00013,razorpay,pay_00299,2026-08-20,3719.21
fee_00150,FEE,pout_00013,razorpay,pay_00299,2026-08-20,-91.26
ch_00302,CHARGE,pout_00013,razorpay,pay_00301,2026-08-19,8663.74
fee_00151,FEE,pout_00013,razorpay,pay_00301,2026-08-19,-209.93
ch_00304,CHARGE,pout_00013,razorpay,pay_00303,2026-08-19,1510.91
fee_00152,FEE,pout_00013,razorpay,pay_00303,2026-08-19,-38.26
ch_00306,CHARGE,pout_00014,razorpay,pay_00305,2026-08-03,5237.12
fee_00153,FEE,pout_00014,razorpay,pay_00305,2026-08-03,-154.88
ch_00308,CHARGE,pout_00014,razorpay,pay_00307,2026-08-03,4867.20
fee_00154,FEE,pout_00014,razorpay,pay_00307,2026-08-03,-144.15
ch_00310,CHARGE,pout_00014,razorpay,pay_00309,2026-08-03,1094.98
fee_00155,FEE,pout_00014,razorpay,pay_00309,2026-08-03,-34.75
ch_00312,CHARGE,pout_00014,razorpay,pay_00311,2026-08-04,8810.07
fee_00156,FEE,pout_00014,razorpay,pay_00311,2026-08-04,-258.49
ch_00314,CHARGE,pout_00014,razorpay,pay_00313,2026-08-04,6545.44
fee_00157,FEE,pout_00014,razorpay,pay_00313,2026-08-04,-192.82
ch_00316,CHARGE,pout_00014,razorpay,pay_00315,2026-08-04,4891.75
fee_00158,FEE,pout_00014,razorpay,pay_00315,2026-08-04,-144.86
ch_00318,CHARGE,pout_00014,razorpay,pay_00317,2026-08-04,8882.01
fee_00159,FEE,pout_00014,razorpay,pay_00317,2026-08-04,-260.58
ch_00320,CHARGE,pout_00014,razorpay,pay_00319,2026-08-02,2981.41
fee_00160,FEE,pout_00014,razorpay,pay_00319,2026-08-02,-89.46
ch_00322,CHARGE,pout_00014,razorpay,pay_00321,2026-08-04,1956.12
fee_00161,FEE,pout_00014,razorpay,pay_00321,2026-08-04,-59.73
ch_00324,CHARGE,pout_00014,razorpay,pay_00323,2026-08-04,5857.82
fee_00162,FEE,pout_00014,razorpay,pay_00323,2026-08-04,-172.88
ch_00326,CHARGE,pout_00014,razorpay,pay_00325,2026-08-02,1077.13
fee_00163,FEE,pout_00014,razorpay,pay_00325,2026-08-02,-34.24
ch_00328,CHARGE,pout_00014,razorpay,pay_00327,2026-08-02,3409.91
fee_00164,FEE,pout_00014,razorpay,pay_00327,2026-08-02,-101.89
ch_00330,CHARGE,pout_00015,razorpay,pay_00329,2026-08-09,4194.65
fee_00165,FEE,pout_00015,razorpay,pay_00329,2026-08-09,-102.67
ch_00332,CHARGE,pout_00015,razorpay,pay_00331,2026-08-07,1651.82
fee_00166,FEE,pout_00015,razorpay,pay_00331,2026-08-07,-41.64
ch_00334,CHARGE,pout_00015,razorpay,pay_00333,2026-08-08,7006.51
fee_00167,FEE,pout_00015,razorpay,pay_00333,2026-08-08,-170.16
ch_00336,CHARGE,pout_00015,razorpay,pay_00335,2026-08-07,2396.23
fee_00168,FEE,pout_00015,razorpay,pay_00335,2026-08-07,-59.51
