# B settlement export v2.1
# generated by the PSP, do not edit
txn_ref;kind;merchant_batch;psp;auth_code;booking_timestamp;amount_minor;ccy
fee_00082;FEE;pout_00005;razorpay;pay_00163;21.09.2026;-8292;INR
ch_00166;CHARGE;pout_00005;razorpay;pay_00165;21.09.2026;773782;INR
fee_00083;FEE;pout_00005;razorpay;pay_00165;21.09.2026;-18771;INR
ch_00168;CHARGE;pout_00005;razorpay;pay_00167;20.09.2026;694356;INR
fee_00084;FEE;pout_00005;razorpay;pay_00167;20.09.2026;-16865;INR
cb_00008;CHARGEBACK;pout_00005;razorpay;pay_prior_00042;22.09.2026;-1870000;INR
ch_00170;CHARGE;pout_00006;cashfree;pay_00169;26.09.2026;694765;INR
fee_00085;FEE;pout_00006;cashfree;pay_00169;26.09.2026;-14890;INR
ch_00172;CHARGE;pout_00006;cashfree;pay_00171;26.09.2026;885268;INR
fee_00086;FEE;pout_00006;cashfree;pay_00171;26.09.2026;-18891;INR
ch_00174;CHARGE;pout_00006;cashfree;pay_00173;28.09.2026;371279;INR
fee_00087;FEE;pout_00006;cashfree;pay_00173;28.09.2026;-8097;INR
ch_00176;CHARGE;pout_00006;cashfree;pay_00175;27.09.2026;691104;INR
fee_00088;FEE;pout_00006;cashfree;pay_00175;27.09.2026;-14813;INR
ch_00178;CHARGE;pout_00006;cashfree;pay_00177;27.09.2026;416307;INR
fee_00089;FEE;pout_00006;cashfree;pay_00177;27.09.2026;-9042;INR
ch_00180;CHARGE;pout_00006;cashfree;pay_00179;28.09.2026;34775;INR
fee_00090;FEE;pout_00006;cashfree;pay_00179;28.09.2026;-1030;INR
ch_00182;CHARGE;pout_00006;cashfree;pay_00181;26.09.2026;148327;INR
fee_00091;FEE;pout_00006;cashfree;pay_00181;26.09.2026;-3415;INR
ch_00184;CHARGE;pout_00006;cashfree;pay_00183;27.09.2026;64507;INR
fee_00092;FEE;pout_00006;cashfree;pay_00183;27.09.2026;-1655;INR
ch_00186;CHARGE;pout_00006;cashfree;pay_00185;26.09.2026;93410;INR
fee_00093;FEE;pout_00006;cashfree;pay_00185;26.09.2026;-2262;INR
ch_00188;CHARGE;pout_00006;cashfree;pay_00187;28.09.2026;276882;INR
fee_00094;FEE;pout_00006;cashfree;pay_00187;28.09.2026;-6115;INR
rfnd_00003;REFUND;pout_00006;cashfree;pay_00181;28.09.2026;-148327;INR
ch_00190;CHARGE;pout_00007;razorpay;pay_00189;09.09.2026;660261;INR
fee_00095;FEE;pout_00007;razorpay;pay_00189;09.09.2026;-19448;INR
ch_00192;CHARGE;pout_00007;razorpay;pay_00191;09.09.2026;121340;INR
fee_00096;FEE;pout_00007;razorpay;pay_00191;09.09.2026;-3819;INR
ch_00194;CHARGE;pout_00007;razorpay;pay_00193;08.09.2026;695930;INR
fee_00097;FEE;pout_00007;razorpay;pay_00193;08.09.2026;-20482;INR
ch_00196;CHARGE;pout_00007;razorpay;pay_00195;10.09.2026;273727;INR
fee_00098;FEE;pout_00007;razorpay;pay_00195;10.09.2026;-8238;INR
ch_00198;CHARGE;pout_00007;razorpay;pay_00197;10.09.2026;813578;INR
fee_00099;FEE;pout_00007;razorpay;pay_00197;10.09.2026;-23894;INR
ch_00200;CHARGE;pout_00007;razorpay;pay_00199;08.09.2026;875988;INR
fee_00100;FEE;pout_00007;razorpay;pay_00199;08.09.2026;-25704;INR
ch_00202;CHARGE;pout_00007;razorpay;pay_00201;08.09.2026;835608;INR
fee_00101;FEE;pout_00007;razorpay;pay_00201;08.09.2026;-24533;INR
ch_00204;CHARGE;pout_00007;razorpay;pay_00203;10.09.2026;499449;INR
fee_00102;FEE;pout_00007;razorpay;pay_00203;10.09.2026;-14784;INR
ch_00206;CHARGE;pout_00007;razorpay;pay_00205;10.09.2026;800124;INR
fee_00103;FEE;pout_00007;razorpay;pay_00205;10.09.2026;-23504;INR
ch_00208;CHARGE;pout_00007;razorpay;pay_00207;08.09.2026;167210;INR
fee_00104;FEE;pout_00007;razorpay;pay_00207;08.09.2026;-5149;INR
ch_00210;CHARGE;pout_00007;razorpay;pay_00209;09.09.2026;306768;INR
fee_00105;FEE;pout_00007;razorpay;pay_00209;09.09.2026;-9196;INR
ch_00212;CHARGE;pout_00007;razorpay;pay_00211;10.09.2026;684773;INR
fee_00106;FEE;pout_00007;razorpay;pay_00211;10.09.2026;-20158;INR
ch_00214;CHARGE;pout_00007;razorpay;pay_00213;08.09.2026;858172;INR
fee_00107;FEE;pout_00007;razorpay;pay_00213;08.09.2026;-25187;INR
ch_00216;CHARGE;pout_00008;razorpay;pay_00215;31.08.2026;714100;INR
fee_00108;FEE;pout_00008;razorpay;pay_00215;31.08.2026;-17338;INR
ch_00218;CHARGE;pout_00008;razorpay;pay_00217;31.08.2026;575770;INR
fee_00109;FEE;pout_00008;razorpay;pay_00217;31.08.2026;-14018;INR
ch_00220;CHARGE;pout_00008;razorpay;pay_00219;31.08.2026;446639;INR
fee_00110;FEE;pout_00008;razorpay;pay_00219;31.08.2026;-10919;INR
ch_00222;CHARGE;pout_00008;razorpay;pay_00221;31.08.2026;20618;INR
fee_00111;FEE;pout_00008;razorpay;pay_00221;31.08.2026;-695;INR
ch_00224;CHARGE;pout_00008;razorpay;pay_00223;02.09.2026;119167;INR
fee_00112;FEE;pout_00008;razorpay;pay_00223;02.09.2026;-3060;INR
ch_00226;CHARGE;pout_00008;razorpay;pay_00225;01.09.2026;518669;INR
fee_00113;FEE;pout_00008;razorpay;pay_00225;01.09.2026;-12648;INR
ch_00228;CHARGE;pout_00008;razorpay;pay_00227;01.09.2026;201018;INR
fee_00114;FEE;pout_00008;razorpay;pay_00227;01.09.2026;-5024;INR
ch_00230;CHARGE;pout_00008;razorpay;pay_00229;02.09.2026;61254;INR
fee_00115;FEE;pout_00008;razorpay;pay_00229;02.09.2026;-1670;INR
ch_00232;CHARGE;pout_00008;razorpay;pay_00231;01.09.2026;791848;INR
fee_00116;FEE;pout_00008;razorpay;pay_00231;01.09.2026;-19204;INR
ch_00234;CHARGE;pout_00008;razorpay;pay_00233;01.09.2026;763249;INR
fee_00117;FEE;pout_00008;razorpay;pay_00233;01.09.2026;-18518;INR
ch_00236;CHARGE;pout_00008;razorpay;pay_00235;31.08.2026;879579;INR
fee_00118;FEE;pout_00008;razorpay;pay_00235;31.08.2026;-21310;INR
ch_00238;CHARGE;pout_00008;razorpay;pay_00237;01.09.2026;882037;INR
fee_00119;FEE;pout_00008;razorpay;pay_00237;01.09.2026;-21369;INR
ch_00240;CHARGE;pout_00008;razorpay;pay_00239;02.09.2026;568980;INR
fee_00120;FEE;pout_00008;razorpay;pay_00239;02.09.2026;-13856;INR
ch_00242;CHARGE;pout_00009;razorpay;pay_00241;10.09.2026;896629;INR
fee_00121;FEE;pout_00009;razorpay;pay_00241;10.09.2026;-21719;INR
ch_00244;CHARGE;pout_00009;razorpay;pay_00243;12.09.2026;108867;INR
fee_00122;FEE;pout_00009;razorpay;pay_00243;12.09.2026;-2813;INR
ch_00246;CHARGE;pout_00009;razorpay;pay_00245;11.09.2026;437435;INR
fee_00123;FEE;pout_00009;razorpay;pay_00245;11.09.2026;-10698;INR
ch_00248;CHARGE;pout_00009;razorpay;pay_00247;11.09.2026;519265;INR
fee_00124;FEE;pout_00009;razorpay;pay_00247;11.09.2026;-12662;INR
ch_00250;CHARGE;pout_00009;razorpay;pay_00249;10.09.2026;278469;INR
fee_00125;FEE;pout_00009;razorpay;pay_00249;10.09.2026;-6883;INR
ch_00252;CHARGE;pout_00009;razorpay;pay_00251;12.09.2026;112614;INR
fee_00126;FEE;pout_00009;razorpay;pay_00251;12.09.2026;-2903;INR
ch_00254;CHARGE;pout_00009;razorpay;pay_00253;12.09.2026;65101;INR
fee_00127;FEE;pout_00009;razorpay;pay_00253;12.09.2026;-1762;INR
ch_00256;CHARGE;pout_00009;razorpay;pay_00255;10.09.2026;224737;INR
fee_00128;FEE;pout_00009;razorpay;pay_00255;10.09.2026;-5594;INR
ch_00258;CHARGE;pout_00009;razorpay;pay_00257;12.09.2026;558189;INR
fee_00129;FEE;pout_00009;razorpay;pay_00257;12.09.2026;-13597;INR
ch_00260;CHARGE;pout_00009;razorpay;pay_00259;11.09.2026;435732;INR
fee_00130;FEE;pout_00009;razorpay;pay_00259;11.09.2026;-10658;INR
ch_00262;CHARGE;pout_00009;razorpay;pay_00261;12.09.2026;49047;INR
fee_00131;FEE;pout_00009;razorpay;pay_00261;12.09.2026;-1377;INR
ch_00264;CHARGE;pout_00009;razorpay;pay_00263;12.09.2026;779373;INR
fee_00132;FEE;pout_00009;razorpay;pay_00263;12.09.2026;-18905;INR
ch_00266;CHARGE;pout_00009;razorpay;pay_00265;10.09.2026;140486;INR
fee_00133;FEE;pout_00009;razorpay;pay_00265;10.09.2026;-3572;INR
ch_00268;CHARGE;pout_00009;razorpay;pay_00267;12.09.2026;245871;INR
fee_00134;FEE;pout_00009;razorpay;pay_00267;12.09.2026;-6101;INR
ch_00270;CHARGE;pout_00009;razorpay;pay_00269;12.09.2026;23555;INR
fee_00135;FEE;pout_00009;razorpay;pay_00269;12.09.2026;-765;INR
ch_00272;CHARGE;pout_00009;razorpay;pay_00271;11.09.2026;787497;INR
fee_00136;FEE;pout_00009;razorpay;pay_00271;11.09.2026;-19100;INR
ch_00274;CHARGE;pout_00009;razorpay;pay_00273;10.09.2026;461439;INR
fee_00137;FEE;pout_00009;razorpay;pay_00273;10.09.2026;-11275;INR
ch_00276;CHARGE;pout_00009;razorpay;pay_00275;12.09.2026;202779;INR
fee_00138;FEE;pout_00009;razorpay;pay_00275;12.09.2026;-5067;INR
ch_00278;CHARGE;pout_00010;cashfree;pay_00277;24.09.2026;638965;INR
fee_00139;FEE;pout_00010;cashfree;pay_00277;24.09.2026;-13718;INR
ch_00280;CHARGE;pout_00010;cashfree;pay_00279;26.09.2026;588153;INR
fee_00140;FEE;pout_00010;cashfree;pay_00279;26.09.2026;-12651;INR
ch_00282;CHARGE;pout_00010;cashfree;pay_00281;25.09.2026;477375;INR
fee_00141;FEE;pout_00010;cashfree;pay_00281;25.09.2026;-10325;INR
ch_00284;CHARGE;pout_00010;cashfree;pay_00283;25.09.2026;262792;INR
fee_00142;FEE;pout_00010;cashfree;pay_00283;25.09.2026;-5819;INR
ch_00286;CHARGE;pout_00010;cashfree;pay_00285;24.09.2026;23349;INR
fee_00143;FEE;pout_00010;cashfree;pay_00285;24.09.2026;-790;INR
ch_00288;CHARGE;pout_00010;cashfree;pay_00287;24.09.2026;335451;INR
fee_00144;FEE;pout_00010;cashfree;pay_00287;24.09.2026;-7344;INR
ch_00290;CHARGE;pout_00010;cashfree;pay_00289;25.09.2026;847923;INR
fee_00145;FEE;pout_00010;cashfree;pay_00289;25.09.2026;-18106;INR
ch_00292;CHARGE;pout_00010;cashfree;pay_00291;24.09.2026;471041;INR
fee_00146;FEE;pout_00010;cashfree;pay_00291;24.09.2026;-10192;INR
ch_00294;CHARGE;pout_00011;razorpay;pay_00293;25.09.2026;54772;INR
fee_00147;FEE;pout_00011;razorpay;pay_00293;25.09.2026;-1515;INR
ch_00296;CHARGE;pout_00011;razorpay;pay_00295;26.09.2026;594971;INR
fee_00148;FEE;pout_00011;razorpay;pay_00295;26.09.2026;-14479;INR
ch_00298;CHARGE;pout_00011;razorpay;pay_00297;24.09.2026;393654;INR
fee_00149;FEE;pout_00011;razorpay;pay_00297;24.09.2026;-9648;INR
ch_00300;CHARGE;pout_00011;razorpay;pay_00299;24.09.2026;636088;INR
fee_00150;FEE;pout_00011;razorpay;pay_00299;24.09.2026;-15466;INR
ch_00302;CHARGE;pout_00011;razorpay;pay_00301;25.09.2026;641792;INR
fee_00151;FEE;pout_00011;razorpay;pay_00301;25.09.2026;-15603;INR
ch_00304;CHARGE;pout_00011;razorpay;pay_00303;25.09.2026;552138;INR
fee_00152;FEE;pout_00011;razorpay;pay_00303;25.09.2026;-13451;INR
ch_00306;CHARGE;pout_00011;razorpay;pay_00305;26.09.2026;44119;INR
fee_00153;FEE;pout_00011;razorpay;pay_00305;26.09.2026;-1259;INR
ch_00308;CHARGE;pout_00011;razorpay;pay_00307;24.09.2026;608888;INR
fee_00154;FEE;pout_00011;razorpay;pay_00307;24.09.2026;-14813;INR
ch_00310;CHARGE;pout_00011;razorpay;pay_00309;25.09.2026;496499;INR
fee_00155;FEE;pout_00011;razorpay;pay_00309;25.09.2026;-12116;INR
ch_00312;CHARGE;pout_00011;razorpay;pay_00311;24.09.2026;542593;INR
fee_00156;FEE;pout_00011;razorpay;pay_00311;24.09.2026;-13222;INR
ch_00314;CHARGE;pout_00011;razorpay;pay_00313;26.09.2026;24065;INR
fee_00157;FEE;pout_00011;razorpay;pay_00313;26.09.2026;-778;INR
ch_00316;CHARGE;pout_00011;razorpay;pay_00315;26.09.2026;202414;INR
fee_00158;FEE;pout_00011;razorpay;pay_00315;26.09.2026;-5058;INR
ch_00318;CHARGE;pout_00011;razorpay;pay_00317;25.09.2026;179477;INR
fee_00159;FEE;pout_00011;razorpay;pay_00317;25.09.2026;-4507;INR
ch_00320;CHARGE;pout_00012;cashfree;pay_00319;01.09.2026;487825;INR
fee_00160;FEE;pout_00012;cashfree;pay_00319;01.09.2026;-10544;INR
ch_00322;CHARGE;pout_00012;cashfree;pay_00321;01.09.2026;577096;INR
fee_00161;FEE;pout_00012;cashfree;pay_00321;01.09.2026;-12419;INR
ch_00324;CHARGE;pout_00012;cashfree;pay_00323;02.09.2026;620494;INR
fee_00162;FEE;pout_00012;cashfree;pay_00323;02.09.2026;-13330;INR
ch_00326;CHARGE;pout_00012;cashfree;pay_00325;01.09.2026;58852;INR
fee_00163;FEE;pout_00012;cashfree;pay_00325;01.09.2026;-1536;INR
ch_00328;CHARGE;pout_00012;cashfree;pay_00327;02.09.2026;412913;INR
